PRODNAME,DENSITY,AVAILSPARF_C,AVGEC_C,CRITWARNING,HRSN_C,PERCENTUSED_C,POC_C,POH_C,SPOR_C,STIME_C,SYSTYPE,TBW_GB_C,MediaError(Binary)
970Evo,512,F,D,0, B ,A,H,E,I,H,Desktop,E,0
970Evo,2048,F,D,0, D ,A,I,G,I,E,Laptop,H,1
970Evo,512,F,G,0, D ,C,I,H,I,E,Desktop,H,0
970Evo,512,F,H,0, D ,C,I,I,I,E,Desktop,I,0
970Evo,1024,F,G,0, C ,C,I,H,I,F,Desktop,I,0
970Evo,1024,F,D,0, B ,A,H,C,I,I,Desktop,F,0
970Evo,1024,F,D,0, C ,A,H,G,I,G,Desktop,G,0
970Evo,512,E,G,0, D ,C,J,I,I,E,Desktop,I,0
970Evo,2048,D,F,0, C ,B,I,H,I,F,Laptop,I,1
970Evo,1024,F,I,0, C ,E,H,I,I,G,Desktop,J,0
970Evo,1024,B,I,0, D ,E,F,I,I,E,Desktop,J,1
970Evo,256,F,H,0, D ,D,I,H,I,E,Desktop,H,0
970Evo,512,F,G,0, B ,B,G,H,I,H,Desktop,I,0
970Evo,512,F,H,0, D ,D,G,I,I,F,Desktop,I,0
970Evo,1024,F,G,0, C ,C,G,G,I,G,Laptop,G,0
970Evo,256,F,H,0, D ,D,I,G,I,E,Laptop,H,0
970Evo,256,F,I,0, D ,E,H,I,I,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,H,I,I,E,Desktop,I,0
970Evo,512,F,C,0, D ,A,I,H,I,E,Desktop,D,0
970Evo,512,F,E,0, C ,A,I,F,I,G,Desktop,E,0
970Evo,1024,F,D,0, C ,A,G,G,I,G,Desktop,G,0
970Evo,256,F,I,0, D ,E,E,I,I,E,Desktop,J,0
970Evo,1024,F,E,0, C ,A,I,E,I,G,Laptop,G,0
970Evo,256,F,H,0, D ,D,F,H,I,F,Desktop,I,0
970Evo,1024,F,C,0, C ,A,H,F,I,G,Desktop,E,0
970Evo,256,F,E,0, D ,A,F,D,I,E,Desktop,D,0
970Evo,512,F,D,0, C ,A,I,C,I,G,Laptop,D,0
970Evo,1024,F,C,0, B ,A,I,D,I,H,Laptop,E,0
970Evo,512,C,E,0, D ,A,I,I,I,F,Desktop,F,1
970Evo,256,F,H,0, D ,C,I,E,I,F,Laptop,G,0
970Evo,512,F,,0, D ,B,I,H,I,E,Desktop,H,0
970Evo,512,F,G,0, D ,B,H,I,I,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,G,I,E,Laptop,H,0
970Evo,256,F,H,0, D ,D,I,I,I,E,Desktop,H,0
970Evo,256,F,I,0, D ,E,E,I,I,E,Desktop,J,0
970Evo,512,F,G,0, D ,B,H,F,I,E,Desktop,H,0
970Evo,1024,F,F,0, D ,B,I,I,I,F,Laptop,I,0
970Evo,512,F,F,0, D ,B,I,E,I,E,Desktop,G,0
970Evo,512,F,F,0, B ,B,F,H,I,H,Desktop,H,0
970Evo,512,E,G,0, D ,C,I,I,I,E,Desktop,H,0
970Evo,512,F,H,0, D ,D,J,H,I,E,Laptop,I,0
970Evo,2048,F,G,0, D ,C,G,I,I,F,Laptop,J,0
970Evo,512,F,F,0, D ,B,I,E,I,E,Desktop,F,0
970Evo,1024,F,D,0, C ,A,G,G,I,G,Desktop,G,0
970Evo,512,F,G,0, D ,B,H,H,I,E,Desktop,H,0
970Evo,512,F,H,0, D ,D,I,G,I,E,Laptop,J,0
970Evo,1024,F,B,0, D ,A,H,D,I,F,Desktop,C,0
970Evo,512,F,D,0, B ,A,G,F,I,I,Desktop,F,0
970Evo,512,F,F,0, B ,B,E,E,I,H,Desktop,F,0
970Evo,1024,F,E,0, B ,A,G,F,I,I,Desktop,G,0
970Evo,512,F,H,0, D ,D,J,D,I,E,Desktop,I,0
970Evo,512,F,E,0, D ,A,G,F,I,E,Desktop,G,0
970Evo,512,F,G,0, D ,C,I,H,I,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,I,G,I,F,Desktop,I,0
970Evo,512,F,H,0, B ,D,I,G,I,H,Laptop,I,0
970Evo,1024,F,H,0, D ,C,I,I,I,E,Desktop,I,0
970Evo,512,F,F,0, D ,B,H,F,I,E,Desktop,G,0
970Evo,512,F,G,0, C ,C,H,G,I,G,Desktop,H,0
970Evo,512,C,H,0, D ,D,H,J,I,E,Desktop,J,1
970Evo,2048,F,C,0, D ,A,G,D,I,F,Desktop,F,1
970Evo,512,F,G,0, C ,B,I,F,I,F,Desktop,G,0
970Evo,256,F,H,0, D ,C,H,F,I,E,Desktop,G,0
970Evo,512,F,H,0, C ,D,I,H,I,G,Desktop,I,0
970Evo,256,F,G,0, D ,C,I,H,I,E,Desktop,G,0
970Evo,256,F,,0, D ,D,I,H,I,E,Desktop,H,0
970Evo,1024,F,F,0, D ,B,J,H,I,F,Desktop,I,0
970Evo,256,F,G,0, D ,B,I,G,I,E,Desktop,G,0
970Evo,512,F,E,0, D ,A,I,I,I,E,Desktop,F,0
970Evo,1024,F,D,0, D ,A,H,D,I,E,Desktop,F,0
970Evo,256,F,H,0, D ,D,I,F,I,E,Desktop,H,0
970Evo,512,F,H,0, D ,C,I,H,I,E,Desktop,H,0
970Evo,1024,F,C,0, C ,A,F,F,I,F,Desktop,F,0
970Evo,512,F,F,0, D ,B,G,C,I,F,Desktop,G,0
970Evo,512,F,F,0, D ,B,I,G,I,E,Desktop,H,0
970Evo,512,F,G,0, D ,C,I,H,I,E,Desktop,H,0
970Evo,512,F,E,0, C ,A,G,H,I,G,Desktop,F,0
970Evo,256,F,I,0, D ,E,I,H,I,E,Desktop,I,0
970Evo,1024,F,D,0, B ,A,H,D,I,I,Laptop,F,0
970Evo,256,F,G,0, D ,B,H,E,I,E,Desktop,F,0
970Evo,1024,F,B,0, B ,A,F,G,I,H,Desktop,C,0
970Evo,256,F,G,0, D ,C,I,G,I,E,Desktop,G,0
970Evo,512,F,D,0, B ,A,F,E,I,H,Desktop,E,0
970Evo,512,F,E,0, D ,A,H,D,I,E,Desktop,E,0
970Evo,512,F,F,0, D ,B,I,D,I,E,Desktop,F,0
970Evo,256,F,I,0, D ,D,J,H,I,E,Laptop,I,0
970Evo,512,F,H,0, D ,D,I,I,I,E,Desktop,I,0
970Evo,512,B,H,0, D ,D,G,I,I,E,Desktop,I,0
970Evo,1024,F,I,0, C ,D,E,I,I,G,Desktop,J,1
970Evo,512,F,E,0, D ,A,I,C,I,F,Desktop,F,0
970Evo,2048,F,F,0, C ,B,H,I,I,F,Laptop,I,0
970Evo,512,E,G,0, D ,C,H,I,I,E,Desktop,I,1
970Evo,512,F,G,0, D ,C,I,H,I,E,Desktop,I,0
970Evo,1024,E,G,0, D ,B,I,I,I,E,Desktop,I,0
970Evo,1024,F,B,0, D ,A,E,G,I,E,Desktop,C,0
970Evo,512,F,D,0, B ,A,F,E,I,I,Desktop,E,0
970Evo,1024,F,D,0, B ,A,H,C,I,I,Laptop,F,1
970Evo,1024,F,E,0, C ,A,E,I,I,G,Desktop,G,0
970Evo,2048,E,E,0, D ,A,H,I,I,E,Desktop,I,1
970Evo,256,F,I,0, D ,E,J,H,I,E,Laptop,I,0
970Evo,1024,F,D,0, C ,A,E,H,I,G,Desktop,F,0
970Evo,512,F,F,0, C ,A,I,F,I,G,Laptop,G,0
970Evo,512,F,F,0, D ,B,I,F,I,E,Laptop,G,0
970Evo,1024,F,E,0, D ,A,I,F,I,E,Desktop,H,0
970Evo,512,F,G,0, D ,C,I,H,I,E,Desktop,I,0
970Evo,256,F,I,0, D ,E,I,I,I,E,Desktop,J,0
970Evo,1024,F,D,0, D ,A,I,H,I,E,Laptop,F,0
970Evo,1024,F,F,0, D ,A,I,H,I,E,Desktop,H,0
970Evo,1024,F,F,0, D ,B,I,F,I,E,Desktop,H,0
970Evo,512,F,D,0, B ,A,G,D,I,H,Laptop,E,0
970Evo,512,F,F,0, B ,A,F,E,I,H,Laptop,F,0
970Evo,1024,F,E,0, C ,A,H,E,I,G,Server,G,0
970Evo,512,F,E,0, D ,A,I,G,I,E,Desktop,E,0
970Evo,1024,F,E,0, C ,A,E,C,I,G,Desktop,G,0
970Evo,512,F,F,0, B ,A,H,H,I,H,Desktop,G,0
970Evo,1024,F,F,0, D ,B,G,H,I,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,G,I,E,Desktop,H,0
970Evo,512,F,H,0, D ,D,F,J,I,E,Desktop,I,0
970Evo,512,F,I,0, D ,D,I,I,I,E,Desktop,I,1
970Evo,1024,F,C,0, D ,A,I,D,I,F,Laptop,E,0
970Evo,1024,F,E,0, B ,A,H,F,I,H,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,G,I,E,Desktop,H,0
970Evo,1024,B,H,0, D ,D,H,J,I,E,Desktop,J,1
970Evo,512,F,I,0, B ,E,I,I,I,H,Desktop,J,0
970Evo,256,F,E,0, D ,A,I,G,I,E,Desktop,E,0
970Evo,1024,F,E,0, B ,A,H,G,I,I,Desktop,G,0
970Evo,512,F,G,0, D ,B,H,I,I,F,Desktop,I,0
970Evo,256,F,I,0, D ,D,I,G,I,E,Desktop,I,0
970Evo,512,F,G,0, D ,C,J,G,I,E,Laptop,I,0
970Evo,1024,F,G,0, B ,B,J,G,I,H,Desktop,I,0
970Evo,512,F,I,0, D ,E,I,I,I,E,Desktop,J,0
970Evo,256,F,G,0, D ,B,G,D,I,E,Desktop,G,0
970Evo,512,F,F,0, B ,B,I,E,I,H,Desktop,G,0
970Evo,512,F,F,0, D ,B,H,F,I,E,Desktop,G,0
970Evo,2048,A,F,0, D ,B,E,J,I,E,Desktop,I,1
970Evo,512,F,D,0, D ,A,G,E,I,E,Desktop,E,0
970Evo,512,F,E,0, C ,A,I,F,I,G,Server,E,0
970Evo,1024,F,D,0, B ,A,H,I,I,H,Desktop,F,0
970Evo,512,F,H,0, D ,D,F,H,I,E,Desktop,I,0
970Evo,512,E,I,0, D ,E,J,H,I,E,Laptop,J,0
970Evo,1024,F,D,0, B ,A,G,D,I,I,Desktop,F,0
970Evo,256,F,I,0, D ,E,G,J,I,E,Desktop,I,0
970Evo,512,F,D,0, D ,A,G,F,I,E,Desktop,E,0
970Evo,256,F,G,0, D ,C,H,E,I,E,Desktop,G,0
970Evo,1024,F,F,0, D ,B,I,E,I,E,Laptop,H,0
970Evo,1024,F,E,0, B ,A,G,F,I,H,Desktop,H,0
970Evo,256,F,H,0, D ,C,H,H,I,F,Desktop,G,0
970Evo,512,F,G,0, D ,C,J,G,I,F,Desktop,H,0
970Evo,1024,F,G,0, D ,C,I,H,I,E,Desktop,I,0
970Evo,256,F,H,0, D ,C,I,F,I,E,Desktop,G,0
970Evo,512,F,H,0, D ,D,H,H,I,E,Desktop,I,0
970Evo,512,B,G,0, D ,B,J,H,I,F,Desktop,H,1
970Evo,256,F,I,0, D ,E,I,I,I,E,Laptop,I,0
970Evo,1024,F,G,0, B ,B,G,F,I,I,Desktop,I,0
970Evo,512,E,H,0, D ,D,J,H,I,E,Laptop,I,1
970Evo,512,E,H,0, C ,D,G,H,I,G,Desktop,I,1
970Evo,256,F,G,0, D ,B,I,G,I,E,Laptop,G,0
970Evo,1024,F,E,0, B ,A,H,H,I,H,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,H,I,E,Desktop,I,0
970Evo,512,F,E,0, D ,A,I,G,I,F,Desktop,F,0
970Evo,1024,F,F,0, A ,B,I,G,I,I,Laptop,H,1
970Evo,1024,F,F,0, D ,B,J,H,I,F,Laptop,I,0
970Evo,1024,F,G,0, D ,B,I,H,I,F,Desktop,I,0
970Evo,512,F,F,0, D ,B,I,F,I,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,I,I,E,Desktop,H,0
970Evo,2048,C,E,0, C ,A,G,I,I,F,Desktop,H,1
970Evo,256,F,I,0, D ,E,J,I,I,E,Desktop,I,0
970Evo,512,F,D,0, C ,A,E,I,I,G,Desktop,E,1
970Evo,256,F,H,0, D ,D,I,G,I,E,Desktop,I,0
970Evo,512,F,H,0, D ,C,I,H,I,F,Laptop,I,0
970Evo,1024,F,I,0, B ,E,E,E,I,I,Desktop,J,0
970Evo,512,F,D,0, C ,A,G,D,I,G,Desktop,E,0
970Evo,512,F,G,0, B ,C,G,F,I,H,Desktop,I,0
970Evo,512,F,F,0, B ,B,H,E,I,H,Desktop,G,0
970Evo,1024,F,G,0, D ,C,J,I,I,E,Desktop,I,0
970Evo,1024,F,C,0, B ,A,G,D,I,H,Desktop,E,0
970Evo,1024,F,E,0, B ,A,G,F,I,I,Desktop,G,0
970Evo,256,F,G,0, D ,C,H,F,I,E,Desktop,G,0
970Evo,512,F,H,0, B ,D,G,G,I,I,Desktop,I,0
970Evo,512,F,G,0, D ,C,I,G,I,E,Laptop,H,0
970Evo,512,F,G,0, D ,B,H,I,I,E,Desktop,H,0
970Evo,256,F,E,0, D ,A,G,D,I,E,Desktop,E,0
970Evo,512,F,E,0, D ,A,F,H,I,E,Desktop,F,0
970Evo,256,F,G,0, D ,B,G,I,I,E,Desktop,G,0
970Evo,512,F,F,0, C ,A,F,C,I,G,Desktop,G,0
970Evo,1024,F,E,0, B ,A,G,G,I,I,Desktop,G,0
970Evo,1024,F,C,0, D ,A,H,I,I,F,Desktop,E,0
970Evo,1024,F,D,0, B ,A,I,F,I,H,Desktop,F,0
970Evo,1024,F,E,0, D ,A,I,G,I,F,Laptop,H,0
970Evo,256,F,H,0, D ,C,J,I,I,E,Desktop,I,0
970Evo,512,F,F,0, D ,B,I,F,I,E,Desktop,H,0
970Evo,512,F,F,0, D ,B,I,F,I,F,Desktop,H,0
970Evo,512,F,G,0, B ,B,H,H,I,H,Desktop,H,0
970Evo,512,F,G,0, D ,B,G,H,I,E,Desktop,I,0
970Evo,512,F,D,0, C ,A,H,C,I,G,Desktop,D,0
970Evo,512,F,G,0, D ,B,I,E,I,E,Laptop,G,0
970Evo,1024,F,F,0, D ,B,H,G,I,F,Desktop,H,0
970Evo,1024,F,H,0, D ,C,I,H,I,F,Desktop,I,0
970Evo,512,D,B,0, B ,A,H,H,I,H,Desktop,B,1
970Evo,1024,F,D,0, B ,A,E,G,I,I,Desktop,F,0
970Evo,512,F,D,0, B ,A,F,I,I,H,Desktop,E,0
970Evo,256,F,F,0, D ,B,I,E,I,E,Laptop,F,0
970Evo,1024,F,D,0, B ,A,G,D,I,H,Desktop,F,0
970Evo,1024,E,E,0, B ,A,E,H,I,H,Desktop,H,1
970Evo,256,F,H,0, D ,D,J,G,I,F,Desktop,H,0
970Evo,256,F,I,0, D ,E,H,F,I,E,Desktop,I,0
970Evo,512,F,E,0, B ,A,G,E,I,I,Desktop,F,0
970Evo,512,F,E,0, D ,A,J,I,I,F,Desktop,F,0
970Evo,256,F,F,0, D ,A,H,D,I,E,Desktop,E,0
970Evo,512,F,F,0, C ,B,J,G,I,G,Desktop,H,0
970Evo,512,F,F,0, C ,A,I,F,I,G,Desktop,F,0
970Evo,512,F,G,0, D ,B,H,G,I,E,Desktop,H,0
970Evo,512,F,F,0, D ,A,J,F,I,E,Desktop,G,0
970Evo,1024,F,E,0, D ,A,H,H,I,E,Desktop,H,0
970Evo,512,F,I,0, D ,E,I,I,I,E,Desktop,J,0
970Evo,256,F,I,0, D ,E,I,I,I,E,Desktop,J,0
970Evo,1024,F,D,0, D ,A,J,F,I,E,Desktop,F,0
970Evo,1024,C,D,0, C ,A,F,I,I,G,Desktop,G,1
970Evo,1024,F,G,0, B ,B,H,F,I,H,Desktop,H,0
970Evo,1024,F,F,0, C ,B,I,I,I,G,Desktop,I,0
970Evo,1024,F,F,0, C ,B,H,D,I,G,Laptop,H,0
970Evo,256,F,I,0, D ,D,I,H,I,E,Desktop,I,0
970Evo,256,F,D,0, D ,A,I,B,I,E,Desktop,C,0
970Evo,512,F,C,0, B ,A,G,D,I,I,Laptop,D,0
970Evo,512,F,G,0, C ,C,H,E,I,G,Desktop,H,0
970Evo,512,F,E,0, D ,A,H,F,I,E,Desktop,F,0
970Evo,256,F,H,0, D ,D,G,I,I,E,Desktop,I,0
970Evo,512,E,I,0, D ,E,I,H,I,F,Desktop,J,0
970Evo,1024,F,D,0, D ,A,I,E,I,F,Desktop,F,0
970Evo,512,F,F,0, D ,B,H,G,I,F,Desktop,G,0
970Evo,512,F,H,0, D ,D,H,H,I,E,Desktop,I,0
970Evo,512,F,G,0, B ,C,H,H,I,H,Desktop,H,0
970Evo,1024,F,D,0, D ,A,I,C,I,E,Desktop,F,0
970Evo,1024,F,D,0, D ,A,E,D,I,F,Desktop,G,0
970Evo,1024,F,F,0, A ,A,G,F,I,I,Desktop,G,0
970Evo,256,F,I,0, D ,E,I,I,I,E,Desktop,J,0
970Evo,512,F,D,0, B ,A,F,E,I,I,Desktop,E,0
970Evo,512,F,H,0, C ,D,I,I,I,G,Desktop,I,0
970Evo,512,E,H,0, D ,D,I,I,I,F,Desktop,I,0
970Evo,256,F,I,0, D ,E,I,I,I,E,Desktop,I,0
970Evo,1024,F,G,0, D ,B,I,I,I,F,Laptop,I,1
970Evo,512,F,I,0, D ,D,I,J,I,E,Desktop,J,0
970Evo,512,F,I,0, D ,E,I,I,I,E,Desktop,J,0
970Evo,512,F,E,0, D ,A,I,G,I,F,Laptop,F,0
970Evo,256,F,I,0, D ,D,I,H,I,E,Desktop,I,0
970Evo,512,F,G,0, D ,B,J,F,I,E,Laptop,G,0
970Evo,512,F,D,0, C ,A,J,E,I,G,Desktop,D,0
970Evo,512,F,E,0, D ,A,H,E,I,E,Desktop,E,0
970Evo,512,F,I,0, C ,E,G,I,I,G,Desktop,J,0
970Evo,256,F,I,0, D ,E,H,I,I,E,Desktop,I,0
970Evo,2048,F,F,0, D ,B,I,D,I,E,Desktop,I,0
970Evo,512,F,F,0, D ,B,I,H,I,E,Desktop,G,0
970Evo,256,F,H,0, D ,D,I,G,I,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,I,H,I,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,J,I,I,E,Desktop,I,0
970Evo,256,F,H,0, D ,D,I,H,I,E,Desktop,H,0
970Evo,512,F,H,0, D ,D,H,I,I,E,Desktop,I,0
970Evo,512,E,H,0, D ,D,I,I,I,F,Desktop,I,1
970Evo,256,F,H,0, D ,D,I,H,I,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,F,J,I,E,Desktop,H,0
970Evo,1024,F,A,0, B ,A,E,D,I,H,Server,A,0
970Evo,2048,C,F,0, D ,B,I,H,I,F,Desktop,I,1
970Evo,256,F,I,0, D ,E,I,H,I,E,Desktop,J,0
970Evo,1024,F,F,0, C ,B,I,I,I,G,Desktop,I,0
970Evo,512,F,B,0, B ,A,E,B,I,I,Desktop,C,0
970Evo,512,F,F,0, B ,B,J,F,I,I,Desktop,G,0
970Evo,512,F,H,0, D ,D,I,I,I,E,Desktop,I,0
970Evo,256,F,H,0, D ,D,I,I,I,E,Desktop,I,0
970Evo,1024,F,E,0, D ,A,H,F,I,E,Server,G,0
970Evo,512,F,G,0, C ,C,I,I,I,G,Desktop,I,0
970Evo,1024,F,D,0, D ,A,H,H,I,F,Server,G,0
970Evo,1024,F,F,0, D ,B,I,H,I,E,Desktop,H,0
970Evo,1024,F,H,0, D ,D,G,H,I,E,Desktop,J,0
970Evo,1024,F,F,0, D ,B,I,I,I,F,Desktop,I,0
970Evo,512,F,F,0, C ,B,H,H,I,G,Desktop,G,0
970Evo,256,F,H,0, D ,D,I,H,I,E,Desktop,H,0
970Evo,1024,F,E,0, C ,A,I,F,I,G,Desktop,G,0
970Evo,512,F,H,0, C ,C,I,H,I,G,Desktop,I,1
970Evo,512,F,D,0, D ,A,F,J,I,E,Desktop,E,0
970Evo,256,F,H,0, D ,D,J,E,I,E,Desktop,H,0
970Evo,512,F,H,0, D ,D,I,I,I,E,Desktop,I,0
970Evo,512,F,F,0, D ,B,I,G,I,E,Desktop,G,0
970Evo,512,F,G,0, B ,B,G,H,I,H,Desktop,H,0
970Evo,1024,F,I,0, D ,E,H,I,I,E,Desktop,J,0
970Evo,1024,F,D,0, B ,A,H,G,I,I,Laptop,G,0
970Evo,1024,F,E,0, B ,A,J,F,I,I,Desktop,H,0
970Evo,256,F,I,0, D ,E,H,I,I,E,Desktop,I,0
970Evo,1024,F,G,0, D ,C,H,I,I,E,Desktop,I,1
970Evo,1024,F,C,0, D ,A,H,C,I,F,Desktop,E,0
970Evo,1024,F,G,0, C ,B,I,G,I,G,Desktop,I,0
970Evo,512,F,E,0, B ,A,I,E,I,H,Laptop,F,0
970Evo,1024,F,F,0, D ,B,I,I,I,E,Desktop,H,1
970Evo,2048,D,E,0, D ,A,I,E,I,E,Desktop,I,1
970Evo,2048,B,H,0, D ,D,J,D,I,E,Desktop,J,1
970Evo,256,D,I,0, D ,E,F,J,I,E,Desktop,J,1
970Evo,512,F,I,0, D ,E,I,H,I,E,Desktop,J,0
970Evo,512,F,E,0, B ,A,G,F,I,H,Desktop,F,0
970Evo,1024,F,G,0, D ,B,I,H,I,E,Desktop,I,0
970Evo,1024,F,F,0, D ,B,I,F,I,E,Desktop,H,0
970Evo,512,F,G,0, D ,C,I,G,I,F,Desktop,H,0
970Evo,1024,F,F,0, B ,B,F,H,I,H,Desktop,I,0
970Evo,512,D,H,0, D ,D,F,J,I,E,Desktop,I,1
970Evo,512,F,E,0, D ,A,I,E,I,F,Desktop,F,0
970Evo,1024,F,I,0, D ,E,I,I,I,F,Desktop,J,0
970Evo,256,F,H,0, D ,D,J,I,I,E,Desktop,I,0
970Evo,512,F,F,0, B ,A,H,G,I,I,Desktop,F,0
970Evo,512,F,I,0, D ,E,H,I,I,E,Desktop,J,0
970Evo,512,F,E,0, B ,A,I,D,I,H,Laptop,F,0
970Evo,1024,F,E,0, D ,A,H,I,I,E,Desktop,H,0
970Evo,512,E,H,0, D ,D,I,H,I,E,Desktop,I,0
970Evo,256,F,G,0, D ,C,H,H,I,E,Desktop,G,0
970Evo,256,F,G,0, D ,C,I,H,I,F,Desktop,G,0
970Evo,512,F,G,0, C ,B,H,H,I,G,Desktop,G,0
970Evo,1024,F,C,0, B ,A,G,D,I,H,Desktop,E,0
970Evo,256,F,H,0, D ,D,J,G,I,E,Desktop,H,0
970Evo,512,F,E,0, D ,A,H,F,I,E,Desktop,F,0
970Evo,1024,F,H,0, C ,D,H,I,I,F,Desktop,J,0
970Evo,512,F,E,0, D ,A,H,H,I,E,Desktop,E,0
970Evo,512,F,G,0, D ,C,I,H,I,E,Desktop,H,0
970Evo,256,F,H,0, D ,C,I,I,I,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,J,H,I,E,Desktop,I,0
970Evo,1024,F,C,0, B ,A,H,H,I,I,Desktop,D,0
970Evo,1024,F,B,0, D ,A,G,B,I,E,Desktop,D,0
970Evo,512,F,E,0, C ,A,H,F,I,G,Desktop,F,0
970Evo,2048,A,E,0, C ,B,G,I,I,F,Desktop,I,1
970Evo,1024,F,H,0, C ,C,H,I,I,G,Desktop,J,0
970Evo,512,F,F,0, D ,B,I,G,I,F,Desktop,G,0
970Evo,256,F,H,0, D ,C,I,H,I,E,Desktop,H,0
970Evo,256,F,I,0, D ,D,G,F,I,E,Desktop,I,0
970Evo,512,F,F,0, D ,B,I,H,I,F,Desktop,G,0
970Evo,256,F,I,0, D ,E,F,J,I,E,Server,H,0
970Evo,1024,F,I,4, C ,E,G,I,I,F,Desktop,J,0
970Evo,256,F,H,0, D ,D,I,H,I,E,Desktop,H,0
970Evo,256,F,I,0, D ,E,G,G,I,E,Desktop,J,0
970Evo,1024,F,F,0, C ,B,H,I,I,G,Desktop,I,0
970Evo,512,F,G,0, D ,B,H,G,I,E,Desktop,H,0
970Evo,256,F,G,0, D ,B,I,F,I,E,Desktop,F,0
970Evo,512,F,F,0, B ,B,I,G,I,H,Desktop,G,0
970Evo,512,F,E,0, D ,A,I,F,I,F,Desktop,G,0
970Evo,512,F,G,0, B ,C,G,F,I,I,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,G,I,E,Desktop,I,0
970Evo,512,F,F,0, D ,B,I,H,I,E,Desktop,H,0
970Evo,256,F,F,0, D ,B,H,J,I,E,Desktop,G,0
970Evo,256,F,H,0, D ,D,I,F,I,E,Desktop,H,0
970Evo,256,F,I,0, D ,E,I,I,I,E,Desktop,I,0
970Evo,512,F,D,0, B ,A,H,F,I,H,Desktop,D,0
970Evo,1024,F,D,0, B ,A,G,E,I,I,Desktop,F,0
970Evo,256,F,G,0, D ,C,I,H,I,E,Desktop,G,1
970Evo,1024,F,F,0, C ,A,F,I,I,G,Desktop,H,0
970Evo,512,F,D,0, D ,A,G,D,I,F,Desktop,E,0
970Evo,512,F,D,0, D ,A,G,E,I,F,Laptop,E,0
970Evo,1024,F,E,0, D ,A,G,F,I,E,Desktop,G,0
970Evo,512,F,G,0, C ,B,I,H,I,G,Desktop,H,0
970Evo,1024,F,H,0, C ,C,I,H,I,G,Desktop,I,0
970Evo,1024,F,C,0, B ,A,G,D,I,H,Desktop,D,0
970Evo,512,F,F,0, D ,B,I,F,I,E,Laptop,G,0
970Evo,256,F,I,0, D ,D,J,I,I,E,Desktop,I,0
970Evo,512,E,H,0, D ,D,H,I,I,E,Desktop,I,0
970Evo,256,F,E,0, C ,A,H,F,I,F,Desktop,E,0
970Evo,512,F,G,0, D ,C,I,H,I,E,Desktop,I,0
970Evo,256,F,I,0, D ,E,I,I,I,E,Desktop,I,0
970Evo,1024,F,D,0, B ,A,G,F,I,I,Desktop,F,0
970Evo,512,F,H,0, D ,D,I,I,I,E,Desktop,I,1
970Evo,512,F,I,0, D ,E,I,I,I,E,Desktop,J,0
970Evo,512,F,C,0, B ,A,F,G,I,H,Desktop,D,0
970Evo,1024,F,F,0, B ,B,H,H,I,H,Desktop,H,0
970Evo,512,F,G,0, D ,B,H,F,I,E,Desktop,H,0
970Evo,512,F,F,0, D ,B,G,G,I,F,Desktop,G,0
970Evo,1024,F,C,0, C ,A,H,H,I,G,Desktop,E,0
970Evo,256,F,H,0, D ,D,J,H,I,E,Desktop,I,0
970Evo,1024,F,D,0, B ,A,H,G,I,H,Laptop,F,0
970Evo,512,F,F,0, D ,B,I,G,I,F,Desktop,G,0
970Evo,512,F,F,0, B ,B,I,G,I,H,Desktop,G,0
970Evo,1024,F,D,0, D ,A,G,G,I,E,Desktop,F,0
970Evo,256,F,G,0, D ,C,H,H,I,F,Desktop,G,0
970Evo,256,F,E,0, D ,A,I,H,I,E,Desktop,D,0
970Evo,256,F,F,0, D ,B,G,D,I,F,Desktop,E,0
970Evo,512,F,F,0, D ,B,I,F,I,F,Desktop,G,0
970Evo,1024,F,D,0, B ,A,J,E,I,H,Laptop,F,1
970Evo,256,F,G,0, D ,C,F,E,I,E,Desktop,G,0
970Evo,1024,C,I,0, D ,E,G,J,I,E,Desktop,J,1
970Evo,1024,F,E,0, C ,A,H,D,I,G,Desktop,F,0
970Evo,512,F,G,0, D ,B,I,F,I,F,Desktop,H,0
970Evo,512,F,H,0, D ,D,J,H,I,E,Desktop,I,0
970Evo,512,F,E,0, D ,A,I,F,I,F,Desktop,F,0
970Evo,256,F,F,0, D ,B,G,D,I,E,Desktop,E,0
970Evo,256,F,H,0, D ,D,I,I,I,E,Desktop,I,0
970Evo,1024,F,D,0, D ,A,H,F,I,F,Desktop,F,0
970Evo,256,F,H,0, D ,D,I,G,I,E,Desktop,H,0
970Evo,512,F,H,0, C ,D,I,H,I,G,Desktop,I,0
970Evo,512,F,G,0, D ,B,I,G,I,E,Desktop,H,0
970Evo,512,F,H,0, D ,C,I,H,I,E,Desktop,H,0
970Evo,512,F,F,0, D ,B,H,G,I,E,Desktop,F,0
970Evo,512,F,H,0, C ,C,I,H,I,G,Desktop,I,0
